 ************************************************************************************************************************
                         Exem


data

  number of boundary elements= 80

  number of functional nodes= 84

  number of internal source points where the funct. is calculated=144




  coordinates of the source points of the boundary elements

    point          x                  y
           0.1500000E+00           0.0000000E+00           0.8205228E-01           0.0000000E+00
           0.2000000E+00           0.0000000E+00           0.4752716E-01           0.0000000E+00
           0.2500000E+00           0.0000000E+00          -0.5065359E-02           0.0000000E+00
           0.3000000E+00           0.0000000E+00          -0.5423700E-01           0.0000000E+00
           0.3500000E+00           0.0000000E+00          -0.7995132E-01           0.0000000E+00
           0.4000000E+00           0.0000000E+00          -0.7168051E-01           0.0000000E+00
           0.4500000E+00           0.0000000E+00          -0.3289597E-01           0.0000000E+00
           0.5000000E+00           0.0000000E+00           0.1999986E-01           0.0000000E+00
           0.5500000E+00           0.0000000E+00           0.6522040E-01           0.0000000E+00
           0.6000000E+00           0.0000000E+00           0.8394056E-01           0.0000000E+00
           0.6500000E+00           0.0000000E+00           0.6808433E-01           0.0000000E+00
           0.7000000E+00           0.0000000E+00           0.2359330E-01           0.0000000E+00
           0.7500000E+00           0.0000000E+00          -0.3128700E-01           0.0000000E+00
           0.8000000E+00           0.0000000E+00          -0.7451132E-01           0.0000000E+00
           0.8500000E+00           0.0000000E+00          -0.8847125E-01           0.0000000E+00
           0.9000000E+00           0.0000000E+00          -0.6745219E-01           0.0000000E+00
           0.9500000E+00           0.0000000E+00          -0.1976886E-01           0.0000000E+00
           0.9990000E+00           0.0000000E+00           0.3312518E-01           0.0000000E+00
           0.1000000E+01           0.1000000E-02           0.3366614E-01           0.1000000E+01
           0.1000000E+01           0.5000000E-01           0.3544996E-01           0.1000000E+01
           0.1000000E+01           0.1000000E+00           0.3715993E-01           0.1000000E+01
           0.1000000E+01           0.1500000E+00           0.3836842E-01           0.1000000E+01
           0.1000000E+01           0.2000000E+00           0.3884737E-01           0.1000000E+01
           0.1000000E+01           0.2500000E+00           0.3847663E-01           0.1000000E+01
           0.1000000E+01           0.3000000E+00           0.3705685E-01           0.1000000E+01
           0.1000000E+01           0.3500000E+00           0.3524116E-01           0.1000000E+01
           0.1000000E+01           0.4000000E+00           0.3354924E-01           0.1000000E+01
           0.1000000E+01           0.4500000E+00           0.3264890E-01           0.1000000E+01
           0.1000000E+01           0.5000000E+00           0.3318106E-01           0.1000000E+01
           0.1000000E+01           0.5500000E+00           0.3491927E-01           0.1000000E+01
           0.1000000E+01           0.6000000E+00           0.3768009E-01           0.1000000E+01
           0.1000000E+01           0.6500000E+00           0.4048266E-01           0.1000000E+01
           0.1000000E+01           0.7000000E+00           0.4251430E-01           0.1000000E+01
           0.1000000E+01           0.7500000E+00           0.4329457E-01           0.1000000E+01
           0.1000000E+01           0.8000000E+00           0.4240043E-01           0.1000000E+01
           0.1000000E+01           0.8500000E+00           0.4041171E-01           0.1000000E+01
           0.1000000E+01           0.9000000E+00           0.3791129E-01           0.1000000E+01
           0.1000000E+01           0.9500000E+00           0.3581965E-01           0.1000000E+01
           0.1000000E+01           0.9990000E+00           0.3289448E-01           0.1000000E+01
           0.9990000E+00           0.1000000E+01           0.3235857E-01           0.0000000E+00
           0.9500000E+00           0.1000000E+01          -0.2094152E-01           0.0000000E+00
           0.9000000E+00           0.1000000E+01          -0.6944674E-01           0.0000000E+00
           0.8500000E+00           0.1000000E+01          -0.9085222E-01           0.0000000E+00
           0.8000000E+00           0.1000000E+01          -0.7650853E-01           0.0000000E+00
           0.7500000E+00           0.1000000E+01          -0.3199216E-01           0.0000000E+00
           0.7000000E+00           0.1000000E+01           0.2488405E-01           0.0000000E+00
           0.6500000E+00           0.1000000E+01           0.7155521E-01           0.0000000E+00
           0.6000000E+00           0.1000000E+01           0.8903203E-01           0.0000000E+00
           0.5500000E+00           0.1000000E+01           0.7074484E-01           0.0000000E+00
           0.5000000E+00           0.1000000E+01           0.2443573E-01           0.0000000E+00
           0.4500000E+00           0.1000000E+01          -0.3089882E-01           0.0000000E+00
           0.4000000E+00           0.1000000E+01          -0.7284458E-01           0.0000000E+00
           0.3500000E+00           0.1000000E+01          -0.8401899E-01           0.0000000E+00
           0.3000000E+00           0.1000000E+01          -0.6005905E-01           0.0000000E+00
           0.2500000E+00           0.1000000E+01          -0.1085094E-01           0.0000000E+00
           0.2000000E+00           0.1000000E+01           0.4349335E-01           0.0000000E+00
           0.1500000E+00           0.1000000E+01           0.8237409E-01           0.0000000E+00
           0.1000000E+00           0.1000000E+01           0.9463480E-01           0.0000000E+00
           0.5000000E-01           0.1000000E+01           0.5836953E-01           0.0000000E+00
           0.1000000E-02           0.1000000E+01          -0.2991135E-02           0.0000000E+00
           0.0000000E+00           0.9990000E+00           0.0000000E+00          -0.1720926E+01
           0.0000000E+00           0.9500000E+00           0.0000000E+00          -0.1001159E+01
           0.0000000E+00           0.9000000E+00           0.0000000E+00          -0.1113247E+01
           0.0000000E+00           0.8500000E+00           0.0000000E+00          -0.1080568E+01
           0.0000000E+00           0.8000000E+00           0.0000000E+00          -0.1082015E+01
           0.0000000E+00           0.7500000E+00           0.0000000E+00          -0.1085546E+01
           0.0000000E+00           0.7000000E+00           0.0000000E+00          -0.1106398E+01
           0.0000000E+00           0.6500000E+00           0.0000000E+00          -0.1123238E+01
           0.0000000E+00           0.6000000E+00           0.0000000E+00          -0.1140202E+01
           0.0000000E+00           0.5500000E+00           0.0000000E+00          -0.1153364E+01
           0.0000000E+00           0.5000000E+00           0.0000000E+00          -0.1149346E+01
           0.0000000E+00           0.4500000E+00           0.0000000E+00          -0.1144683E+01
           0.0000000E+00           0.4000000E+00           0.0000000E+00          -0.1126124E+01
           0.0000000E+00           0.3500000E+00           0.0000000E+00          -0.1109058E+01
           0.0000000E+00           0.3000000E+00           0.0000000E+00          -0.1097426E+01
           0.0000000E+00           0.2500000E+00           0.0000000E+00          -0.1084877E+01
           0.0000000E+00           0.2000000E+00           0.0000000E+00          -0.1087435E+01
           0.0000000E+00           0.1500000E+00           0.0000000E+00          -0.1086831E+01
           0.0000000E+00           0.1000000E+00           0.0000000E+00          -0.1096365E+01
           0.0000000E+00           0.5000000E-01           0.0000000E+00          -0.1045781E+01
           0.0000000E+00           0.1000000E-02           0.0000000E+00          -0.1284836E+01
           0.4167000E-01           0.4167000E-01           0.4353158E-01           0.0000000E+00
           0.1250000E+00           0.4167000E-01           0.8614739E-01           0.0000000E+00
           0.2083300E+00           0.4167000E-01           0.3860640E-01           0.0000000E+00
           0.2916700E+00           0.4167000E-01          -0.4737388E-01           0.0000000E+00
           0.3750000E+00           0.4167000E-01          -0.7989295E-01           0.0000000E+00
           0.4583300E+00           0.4167000E-01          -0.2461806E-01           0.0000000E+00
           0.5416700E+00           0.4167000E-01           0.5853755E-01           0.0000000E+00
           0.6250000E+00           0.4167000E-01           0.7969540E-01           0.0000000E+00
           0.7083300E+00           0.4167000E-01           0.1484394E-01           0.0000000E+00
           0.7916700E+00           0.4167000E-01          -0.6792432E-01           0.0000000E+00
           0.8750000E+00           0.4167000E-01          -0.8083802E-01           0.0000000E+00
           0.9583300E+00           0.4167000E-01          -0.9719433E-02           0.0000000E+00
           0.4167000E-01           0.1250000E+00           0.4340859E-01           0.0000000E+00
           0.1250000E+00           0.1250000E+00           0.8512999E-01           0.0000000E+00
           0.2083300E+00           0.1250000E+00           0.3607078E-01           0.0000000E+00
           0.2916700E+00           0.1250000E+00          -0.5141827E-01           0.0000000E+00
           0.3750000E+00           0.1250000E+00          -0.8394487E-01           0.0000000E+00
           0.4583300E+00           0.1250000E+00          -0.2683457E-01           0.0000000E+00
           0.5416700E+00           0.1250000E+00           0.5903108E-01           0.0000000E+00
           0.6250000E+00           0.1250000E+00           0.8203787E-01           0.0000000E+00
           0.7083300E+00           0.1250000E+00           0.1746460E-01           0.0000000E+00
           0.7916700E+00           0.1250000E+00          -0.6603927E-01           0.0000000E+00
           0.8750000E+00           0.1250000E+00          -0.7925414E-01           0.0000000E+00
           0.9583300E+00           0.1250000E+00          -0.7271263E-02           0.0000000E+00
           0.4167000E-01           0.2083300E+00           0.4315804E-01           0.0000000E+00
           0.1250000E+00           0.2083300E+00           0.8390886E-01           0.0000000E+00
           0.2083300E+00           0.2083300E+00           0.3335026E-01           0.0000000E+00
           0.2916700E+00           0.2083300E+00          -0.5545711E-01           0.0000000E+00
           0.3750000E+00           0.2083300E+00          -0.8796171E-01           0.0000000E+00
           0.4583300E+00           0.2083300E+00          -0.2912847E-01           0.0000000E+00
           0.5416700E+00           0.2083300E+00           0.5934171E-01           0.0000000E+00
           0.6250000E+00           0.2083300E+00           0.8438385E-01           0.0000000E+00
           0.7083300E+00           0.2083300E+00           0.2040906E-01           0.0000000E+00
           0.7916700E+00           0.2083300E+00          -0.6370116E-01           0.0000000E+00
           0.8750000E+00           0.2083300E+00          -0.7772969E-01           0.0000000E+00
           0.9583300E+00           0.2083300E+00          -0.6170160E-02           0.0000000E+00
           0.4167000E-01           0.2916700E+00           0.4347891E-01           0.0000000E+00
           0.1250000E+00           0.2916700E+00           0.8444199E-01           0.0000000E+00
           0.2083300E+00           0.2916700E+00           0.3325090E-01           0.0000000E+00
           0.2916700E+00           0.2916700E+00          -0.5653830E-01           0.0000000E+00
           0.3750000E+00           0.2916700E+00          -0.8943781E-01           0.0000000E+00
           0.4583300E+00           0.2916700E+00          -0.2994766E-01           0.0000000E+00
           0.5416700E+00           0.2916700E+00           0.5978540E-01           0.0000000E+00
           0.6250000E+00           0.2916700E+00           0.8573731E-01           0.0000000E+00
           0.7083300E+00           0.2916700E+00           0.2168059E-01           0.0000000E+00
           0.7916700E+00           0.2916700E+00          -0.6335670E-01           0.0000000E+00
           0.8750000E+00           0.2916700E+00          -0.7847058E-01           0.0000000E+00
           0.9583300E+00           0.2916700E+00          -0.7573784E-02           0.0000000E+00
           0.4167000E-01           0.3750000E+00           0.4446898E-01           0.0000000E+00
           0.1250000E+00           0.3750000E+00           0.8697123E-01           0.0000000E+00
           0.2083300E+00           0.3750000E+00           0.3621946E-01           0.0000000E+00
           0.2916700E+00           0.3750000E+00          -0.5407203E-01           0.0000000E+00
           0.3750000E+00           0.3750000E+00          -0.8780694E-01           0.0000000E+00
           0.4583300E+00           0.3750000E+00          -0.2900090E-01           0.0000000E+00
           0.5416700E+00           0.3750000E+00           0.6022518E-01           0.0000000E+00
           0.6250000E+00           0.3750000E+00           0.8558380E-01           0.0000000E+00
           0.7083300E+00           0.3750000E+00           0.2069756E-01           0.0000000E+00
           0.7916700E+00           0.3750000E+00          -0.6525617E-01           0.0000000E+00
           0.8750000E+00           0.3750000E+00          -0.8109099E-01           0.0000000E+00
           0.9583300E+00           0.3750000E+00          -0.1053362E-01           0.0000000E+00
           0.4167000E-01           0.4583300E+00           0.4553137E-01           0.0000000E+00
           0.1250000E+00           0.4583300E+00           0.8979695E-01           0.0000000E+00
           0.2083300E+00           0.4583300E+00           0.3993007E-01           0.0000000E+00
           0.2916700E+00           0.4583300E+00          -0.5044913E-01           0.0000000E+00
           0.3750000E+00           0.4583300E+00          -0.8502079E-01           0.0000000E+00
           0.4583300E+00           0.4583300E+00          -0.2749369E-01           0.0000000E+00
           0.5416700E+00           0.4583300E+00           0.6028965E-01           0.0000000E+00
           0.6250000E+00           0.4583300E+00           0.8433960E-01           0.0000000E+00
           0.7083300E+00           0.4583300E+00           0.1860187E-01           0.0000000E+00
           0.7916700E+00           0.4583300E+00          -0.6756059E-01           0.0000000E+00
           0.8750000E+00           0.4583300E+00          -0.8310895E-01           0.0000000E+00
           0.9583300E+00           0.4583300E+00          -0.1222340E-01           0.0000000E+00
           0.4167000E-01           0.5416700E+00           0.4584229E-01           0.0000000E+00
           0.1250000E+00           0.5416700E+00           0.9069176E-01           0.0000000E+00
           0.2083300E+00           0.5416700E+00           0.4126834E-01           0.0000000E+00
           0.2916700E+00           0.5416700E+00          -0.4891516E-01           0.0000000E+00
           0.3750000E+00           0.5416700E+00          -0.8369799E-01           0.0000000E+00
           0.4583300E+00           0.5416700E+00          -0.2689551E-01           0.0000000E+00
           0.5416700E+00           0.5416700E+00           0.5980951E-01           0.0000000E+00
           0.6250000E+00           0.5416700E+00           0.8293968E-01           0.0000000E+00
           0.7083300E+00           0.5416700E+00           0.1705031E-01           0.0000000E+00
           0.7916700E+00           0.5416700E+00          -0.6826617E-01           0.0000000E+00
           0.8750000E+00           0.5416700E+00          -0.8241724E-01           0.0000000E+00
           0.9583300E+00           0.5416700E+00          -0.1047264E-01           0.0000000E+00
           0.4167000E-01           0.6250000E+00           0.4511028E-01           0.0000000E+00
           0.1250000E+00           0.6250000E+00           0.8881312E-01           0.0000000E+00
           0.2083300E+00           0.6250000E+00           0.3900023E-01           0.0000000E+00
           0.2916700E+00           0.6250000E+00          -0.5076956E-01           0.0000000E+00
           0.3750000E+00           0.6250000E+00          -0.8478830E-01           0.0000000E+00
           0.4583300E+00           0.6250000E+00          -0.2749530E-01           0.0000000E+00
           0.5416700E+00           0.6250000E+00           0.5918898E-01           0.0000000E+00
           0.6250000E+00           0.6250000E+00           0.8219226E-01           0.0000000E+00
           0.7083300E+00           0.6250000E+00           0.1677453E-01           0.0000000E+00
           0.7916700E+00           0.6250000E+00          -0.6714643E-01           0.0000000E+00
           0.8750000E+00           0.6250000E+00          -0.7944339E-01           0.0000000E+00
           0.9583300E+00           0.6250000E+00          -0.6155845E-02           0.0000000E+00
           0.4167000E-01           0.7083300E+00           0.4386880E-01           0.0000000E+00
           0.1250000E+00           0.7083300E+00           0.8548990E-01           0.0000000E+00
           0.2083300E+00           0.7083300E+00           0.3480994E-01           0.0000000E+00
           0.2916700E+00           0.7083300E+00          -0.5434819E-01           0.0000000E+00
           0.3750000E+00           0.7083300E+00          -0.8683929E-01           0.0000000E+00
           0.4583300E+00           0.7083300E+00          -0.2812531E-01           0.0000000E+00
           0.5416700E+00           0.7083300E+00           0.5923084E-01           0.0000000E+00
           0.6250000E+00           0.7083300E+00           0.8234658E-01           0.0000000E+00
           0.7083300E+00           0.7083300E+00           0.1718547E-01           0.0000000E+00
           0.7916700E+00           0.7083300E+00          -0.6585928E-01           0.0000000E+00
           0.8750000E+00           0.7083300E+00          -0.7688130E-01           0.0000000E+00
           0.9583300E+00           0.7083300E+00          -0.2670919E-02           0.0000000E+00
           0.4167000E-01           0.7916700E+00           0.4309176E-01           0.0000000E+00
           0.1250000E+00           0.7916700E+00           0.8324432E-01           0.0000000E+00
           0.2083300E+00           0.7916700E+00           0.3182568E-01           0.0000000E+00
           0.2916700E+00           0.7916700E+00          -0.5663982E-01           0.0000000E+00
           0.3750000E+00           0.7916700E+00          -0.8749302E-01           0.0000000E+00
           0.4583300E+00           0.7916700E+00          -0.2735023E-01           0.0000000E+00
           0.5416700E+00           0.7916700E+00           0.6043230E-01           0.0000000E+00
           0.6250000E+00           0.7916700E+00           0.8307667E-01           0.0000000E+00
           0.7083300E+00           0.7916700E+00           0.1722341E-01           0.0000000E+00
           0.7916700E+00           0.7916700E+00          -0.6618153E-01           0.0000000E+00
           0.8750000E+00           0.7916700E+00          -0.7717347E-01           0.0000000E+00
           0.9583300E+00           0.7916700E+00          -0.2808467E-02           0.0000000E+00
           0.4167000E-01           0.8750000E+00           0.4362867E-01           0.0000000E+00
           0.1250000E+00           0.8750000E+00           0.8399250E-01           0.0000000E+00
           0.2083300E+00           0.8750000E+00           0.3184490E-01           0.0000000E+00
           0.2916700E+00           0.8750000E+00          -0.5604233E-01           0.0000000E+00
           0.3750000E+00           0.8750000E+00          -0.8578118E-01           0.0000000E+00
           0.4583300E+00           0.8750000E+00          -0.2499818E-01           0.0000000E+00
           0.5416700E+00           0.8750000E+00           0.6235310E-01           0.0000000E+00
           0.6250000E+00           0.8750000E+00           0.8377222E-01           0.0000000E+00
           0.7083300E+00           0.8750000E+00           0.1649393E-01           0.0000000E+00
           0.7916700E+00           0.8750000E+00          -0.6814116E-01           0.0000000E+00
           0.8750000E+00           0.8750000E+00          -0.8011285E-01           0.0000000E+00
           0.9583300E+00           0.8750000E+00          -0.6239162E-02           0.0000000E+00
           0.4167000E-01           0.9583300E+00           0.4593842E-01           0.0000000E+00
           0.1250000E+00           0.9583300E+00           0.8776933E-01           0.0000000E+00
           0.2083300E+00           0.9583300E+00           0.3373473E-01           0.0000000E+00
           0.2916700E+00           0.9583300E+00          -0.5351775E-01           0.0000000E+00
           0.3750000E+00           0.9583300E+00          -0.8276403E-01           0.0000000E+00
           0.4583300E+00           0.9583300E+00          -0.2242001E-01           0.0000000E+00
           0.5416700E+00           0.9583300E+00           0.6359417E-01           0.0000000E+00
           0.6250000E+00           0.9583300E+00           0.8369463E-01           0.0000000E+00
           0.7083300E+00           0.9583300E+00           0.1553837E-01           0.0000000E+00
           0.7916700E+00           0.9583300E+00          -0.6973756E-01           0.0000000E+00
           0.8750000E+00           0.9583300E+00          -0.8280621E-01           0.0000000E+00
           0.9583300E+00           0.9583300E+00          -0.1019252E-01           0.0000000E+00
 ************************************************************************************************************************
    0.05202729    0.05130086    0.85820376
    0.08393818    0.08167957    2.66832835
    0.08205228    0.07874670    3.90521519
    0.04752716    0.04369838    4.52332872
   -0.00506536   -0.00917156    4.85107269
   -0.05423700   -0.05830104    4.80126306
   -0.07995132   -0.08365346    4.37371583
   -0.07168051   -0.07488930    3.79086909
   -0.03289597   -0.03558285    3.17427666
    0.01999986    0.01823544    2.08449033
    0.06522040    0.06461672    0.71318388
    0.08394056    0.08464521    0.83247714
    0.06808433    0.07015264    2.44350584
    0.02359330    0.02704955    4.08322241
   -0.03128700   -0.02708522    4.96398564
   -0.07451132   -0.07017377    5.12439092
   -0.08847125   -0.08464317    4.52249119
   -0.06745219   -0.06459235    3.37861358
   -0.01976886   -0.01819868    1.85502373
    0.03312518    0.03461403    1.75892773
    0.03366614    0.03561701    2.30476509
    0.03544996    0.03561701    0.19735776
    0.03715993    0.03561701    1.82280802
    0.03836842    0.03561701    3.25052468
    0.03884737    0.03561701    3.81635705
    0.03847663    0.03561701    3.37836084
    0.03705685    0.03561701    1.70103200
    0.03524116    0.03561701    0.44402609
    0.03354924    0.03561701    2.44286449
    0.03264890    0.03561701    3.50652728
    0.03318106    0.03561701    2.87783555
   2.91771111577671     
